"StichtagDatJahr","KreisSort","KreisCd","KreisLang","SteuerTarifSort","SteuerTarifCd","SteuerTarifLang","SteuerVermoegen_p50","SteuerVermoegen_p25","SteuerVermoegen_p75"
2020,5,"5","Kreis 5",0,"00","Grundtarif",44.5,4,187
2020,5,"5","Kreis 5",1,"01","Verheiratetentarif",220,38,646
2020,5,"5","Kreis 5",2,"02","Einelternfamilientarif",83,8,291
2020,6,"6","Kreis 6",0,"00","Grundtarif",61,7,240
2020,6,"6","Kreis 6",1,"01","Verheiratetentarif",344.5,86,969.5
2020,6,"6","Kreis 6",2,"02","Einelternfamilientarif",90,9,279
2020,7,"7","Kreis 7",0,"00","Grundtarif",90,11,441
2020,7,"7","Kreis 7",1,"01","Verheiratetentarif",562,152,1801
2020,7,"7","Kreis 7",2,"02","Einelternfamilientarif",133.5,22,507
2020,8,"8","Kreis 8",0,"00","Grundtarif",79,9,330
2020,8,"8","Kreis 8",1,"01","Verheiratetentarif",448,117,1306
2020,8,"8","Kreis 8",2,"02","Einelternfamilientarif",141,9,468
2020,9,"9","Kreis 9",0,"00","Grundtarif",34,1,149
2020,9,"9","Kreis 9",1,"01","Verheiratetentarif",123,12,402
2020,9,"9","Kreis 9",2,"02","Einelternfamilientarif",25,0,135
2020,10,"10","Kreis 10",0,"00","Grundtarif",56.5,7,229
2020,10,"10","Kreis 10",1,"01","Verheiratetentarif",270,68,774.5
2020,10,"10","Kreis 10",2,"02","Einelternfamilientarif",69,6,255.5
2020,11,"11","Kreis 11",0,"00","Grundtarif",27,0,139
2020,11,"11","Kreis 11",1,"01","Verheiratetentarif",117,7,406
2020,11,"11","Kreis 11",2,"02","Einelternfamilientarif",10,0,111.5
2020,12,"12","Kreis 12",0,"00","Grundtarif",15,0,84
2020,12,"12","Kreis 12",1,"01","Verheiratetentarif",49,0,228
2020,12,"12","Kreis 12",2,"02","Einelternfamilientarif",2,0,36
2021,1,"1","Kreis 1",0,"00","Grundtarif",58.5,4,323.5
2021,1,"1","Kreis 1",1,"01","Verheiratetentarif",522,100,1751
2021,1,"1","Kreis 1",2,"02","Einelternfamilientarif",70,5,325
2021,2,"2","Kreis 2",0,"00","Grundtarif",59,6,261
2021,2,"2","Kreis 2",1,"01","Verheiratetentarif",272,59,860
2021,2,"2","Kreis 2",2,"02","Einelternfamilientarif",65,5,250.5
2021,3,"3","Kreis 3",0,"00","Grundtarif",43,3,178
2021,3,"3","Kreis 3",1,"01","Verheiratetentarif",164,18,544
2021,3,"3","Kreis 3",2,"02","Einelternfamilientarif",54,3,217
2021,4,"4","Kreis 4",0,"00","Grundtarif",28,0,130
2021,4,"4","Kreis 4",1,"01","Verheiratetentarif",85,1,343
2021,4,"4","Kreis 4",2,"02","Einelternfamilientarif",38,0,191
2021,5,"5","Kreis 5",0,"00","Grundtarif",46,3,194
2021,5,"5","Kreis 5",1,"01","Verheiratetentarif",233.5,40,710
2021,5,"5","Kreis 5",2,"02","Einelternfamilientarif",98,11,324
2021,6,"6","Kreis 6",0,"00","Grundtarif",61,7,248
2021,6,"6","Kreis 6",1,"01","Verheiratetentarif",368,92,1031
2021,6,"6","Kreis 6",2,"02","Einelternfamilientarif",98,12,326
2021,7,"7","Kreis 7",0,"00","Grundtarif",92,12,460
2021,7,"7","Kreis 7",1,"01","Verheiratetentarif",605,164,1912
2021,7,"7","Kreis 7",2,"02","Einelternfamilientarif",143,25,583
2021,8,"8","Kreis 8",0,"00","Grundtarif",81,9,351
2021,8,"8","Kreis 8",1,"01","Verheiratetentarif",461,121,1350
2021,8,"8","Kreis 8",2,"02","Einelternfamilientarif",131,9,451
2021,9,"9","Kreis 9",0,"00","Grundtarif",35,1,159
2021,9,"9","Kreis 9",1,"01","Verheiratetentarif",127,12,426
2021,9,"9","Kreis 9",2,"02","Einelternfamilientarif",29,0,151
2021,10,"10","Kreis 10",0,"00","Grundtarif",59,7,247
2021,10,"10","Kreis 10",1,"01","Verheiratetentarif",282,70,819
2021,10,"10","Kreis 10",2,"02","Einelternfamilientarif",89,10,295
2021,11,"11","Kreis 11",0,"00","Grundtarif",29,0,146
2021,11,"11","Kreis 11",1,"01","Verheiratetentarif",121,6.705,433.5
2021,11,"11","Kreis 11",2,"02","Einelternfamilientarif",15,0,137
2021,12,"12","Kreis 12",0,"00","Grundtarif",15,0,87
2021,12,"12","Kreis 12",1,"01","Verheiratetentarif",51,1,238
2021,12,"12","Kreis 12",2,"02","Einelternfamilientarif",5,0,49
2022,1,"1","Kreis 1",0,"00","Grundtarif",51,3,285
2022,1,"1","Kreis 1",1,"01","Verheiratetentarif",521,108,1719
2022,1,"1","Kreis 1",2,"02","Einelternfamilientarif",61.5,0,375
2022,2,"2","Kreis 2",0,"00","Grundtarif",57,5,246
2022,2,"2","Kreis 2",1,"01","Verheiratetentarif",265,57,812
2022,2,"2","Kreis 2",2,"02","Einelternfamilientarif",65,4,237
2022,3,"3","Kreis 3",0,"00","Grundtarif",42,2,172
2022,3,"3","Kreis 3",1,"01","Verheiratetentarif",162,18,528.5
2022,3,"3","Kreis 3",2,"02","Einelternfamilientarif",56,3,208
2022,4,"4","Kreis 4",0,"00","Grundtarif",27,0,124
2022,4,"4","Kreis 4",1,"01","Verheiratetentarif",90,1,350
2022,4,"4","Kreis 4",2,"02","Einelternfamilientarif",34,0,176
2022,5,"5","Kreis 5",0,"00","Grundtarif",48,3,190
2022,5,"5","Kreis 5",1,"01","Verheiratetentarif",231,37,704
2022,5,"5","Kreis 5",2,"02","Einelternfamilientarif",109,13,354
2022,6,"6","Kreis 6",0,"00","Grundtarif",60,6,233
2022,6,"6","Kreis 6",1,"01","Verheiratetentarif",351,89,998
2022,6,"6","Kreis 6",2,"02","Einelternfamilientarif",99,12,338
2022,7,"7","Kreis 7",0,"00","Grundtarif",90,12,435.5
2022,7,"7","Kreis 7",1,"01","Verheiratetentarif",616,160,1864
2022,7,"7","Kreis 7",2,"02","Einelternfamilientarif",149,25,572
2022,8,"8","Kreis 8",0,"00","Grundtarif",80,9,334
2022,8,"8","Kreis 8",1,"01","Verheiratetentarif",440,116,1330
2022,8,"8","Kreis 8",2,"02","Einelternfamilientarif",123.5,9,446.5
2022,9,"9","Kreis 9",0,"00","Grundtarif",35,1,154
2022,9,"9","Kreis 9",1,"01","Verheiratetentarif",128,13,425
2022,9,"9","Kreis 9",2,"02","Einelternfamilientarif",31,0,166
2022,10,"10","Kreis 10",0,"00","Grundtarif",57,6,239
2022,10,"10","Kreis 10",1,"01","Verheiratetentarif",290,69,815
2022,10,"10","Kreis 10",2,"02","Einelternfamilientarif",88,8,287
2022,11,"11","Kreis 11",0,"00","Grundtarif",28,0,142
2022,11,"11","Kreis 11",1,"01","Verheiratetentarif",123,7,430
2022,11,"11","Kreis 11",2,"02","Einelternfamilientarif",15,0,146
2022,12,"12","Kreis 12",0,"00","Grundtarif",14,0,86
2022,12,"12","Kreis 12",1,"01","Verheiratetentarif",53,1,235
2022,12,"12","Kreis 12",2,"02","Einelternfamilientarif",4,0,56
